,UNKNOWN,FES,ABL2,BMX,TEC,IGF1R,TYK2,ZAK,STK39,STK24,MST4,MAP4K4,TNIK,SLK,STK10,PAK4,PKMYT1,CSNK1G1,CSNK1G3,VRK1,GSG2,PLK4,TLK1,ADRBK1,ADRBK2,GRK5,PDPK1,RPS6KA1,RPS6KA6,AKT3,STK38L,CDC42BPB,STK32A,CHEK2,DCLK1,PHKG2,CAMK2A,STK33,SNF1LK2,PRKAA1,PRKAA2,STK17A,STK17B,PIM2,PIM3,PIM1,NEK1,NEK2,CAMKK2,STK16,GAK,AAK1,CDK9,CDK2,PCTK2,MAPK8,MAPK13,MAPK3,MAPK7,CDKL1,SRPK1,SRPK2,CLK3,CLK4,DYRK1A,DYRK2,CDC7,TTK,GUCY2D
GW769076X,1.772744703,-0.12,0.63,-0.36,-1.18,-0.36,-0.18,-0.75,-0.95,0.96,0.43,-0.49,0.01,2.58,1.15,-0.28,-0.66,-0.44,-0.25,-0.04,-0.23,-0.54,0.47,0.01,0.01,0.4,-0.25,-0.47,-0.2,-0.82,-0.42,-0.58,-0.57,0.27,-0.44,-0.81,-0.14,0.04,-0.54,-1.09,0.13,-0.84,0.39,0.89,0.54,0.28,-0.43,0.02,-0.41,-0.19,-0.84,0.16,-0.27,-0.26,-0.04,-0.2,-0.82,-0.63,-0.4,-0.26,0.07,-0.22,0.05,0.36,-1.05,-0.23,-0.47,0.36,-1.39
GW770220A,5.121581923,1.5,5.25,2.3,-0.7,0.54,2.05,-2.55,-0.52,0.01,-0.03,-0.51,7.9,1.68,9.81,2.26,0.12,4.41,0.07,-0.08,-0.15,10.76,-0.1,-0.05,-0.31,0.7,0.01,-0.07,-0.37,-0.5,1.82,-1.08,0.56,1.06,0.07,-0.39,0.01,2.51,0.69,0.9,2.06,0.09,0.09,0.35,0.12,-0.36,-0.18,1.63,0.47,6.45,5.19,9.94,1.91,0.49,-0.19,3.06,0.72,-0.25,-0.27,-0.68,-0.4,-0.22,0.16,-0.11,0.41,0.74,0.31,3.15,-0.52
GW770249A,6.28005564,4.42,7.86,5.97,1.62,1.43,0.5,4.2,2.51,5.46,6.1,-1.44,7.05,,16.1,0.71,0.89,1.99,0.45,7.4,0.54,8.72,1.53,-0.27,-0.44,0.07,2.13,0.29,1.24,0.18,2.96,1.15,2.43,5.07,0.57,0.37,0.55,9.02,-0.39,2.53,6.24,0.4,1.69,2.99,2.63,4.2,0.02,7.39,2.08,0.29,1.89,0.92,2.21,6.72,5.2,2.58,11.81,-0.26,1.56,,21.06,9.53,1.12,3.85,-0.58,0.88,0.6,,0.63
GW771127A,3.791017135,4.59,4.93,2.1,0.07,1.07,0.09,0.62,1.32,-0.07,0.43,-0.68,4.51,4.91,10.28,1.15,-0.4,0.65,-0.05,0.02,-0.31,8.1,-0.21,-0.13,-0.09,-0.54,-0.08,0.07,0.56,-0.18,1.95,-0.54,1.25,0.94,-0.63,0.04,0.21,3.55,4.07,0.78,2.09,-0.24,-0.09,0.28,0,-0.22,-0.63,3.78,1.04,6.86,2.81,4.32,1.82,1.62,0.99,3.03,1.04,-0.01,0.64,-0.88,-0.03,0.04,0.67,0.26,0.28,-0.09,0.19,2.47,-0.24
GW775608X,-0.32027856,0.03,0.98,-0.19,0.12,-0.24,0.14,0.74,-0.9,0.48,0.27,-1.78,0.39,-0.7,3.61,-0.12,-0.67,-0.13,-0.5,-0.01,-0.79,-0.44,0.1,0.13,-0.17,0.44,-0.36,-0.6,0.79,-0.46,-0.47,-0.58,-0.35,-0.04,-0.19,-0.17,-0.14,0.01,3.17,0.1,0.21,-0.62,-0.07,0.1,0.47,0.1,-0.43,-0.01,-0.41,0.33,-0.73,-0.11,0.28,-0.83,0.09,0.68,-0.34,-0.17,-0.41,-1.08,0.47,-0.08,-0.25,0.42,0.65,0.15,-0.45,0.65,-0.83
GW778894X,2.191349355,1.12,1.51,1.37,-0.53,0.45,3.68,0.41,0.29,0.91,1.12,0.54,1.24,0.74,1.26,2.7,-0.42,5.71,2.37,0.2,2.91,4.12,1.27,-0.13,0.02,-0.32,0.32,2.73,1.4,-0.24,0.13,-0.17,-0.14,0.81,0.13,1.9,2.66,5.18,2.02,1.25,3.79,3,3.87,2.7,3.74,1.92,0.38,0.78,3.57,8.15,3.79,5.97,5.33,9.59,4.76,5.55,4.5,4.34,0.81,5.16,1.2,2.69,7.35,10.59,5.91,7.23,3.18,1.72,0.36
GW779439X,7.278929589,3.57,3.24,1.47,0.17,2.02,7.56,0.43,2.14,1.87,0.53,1.15,3.93,5.7,5.07,6.78,-0.11,10,6.25,2.92,4.28,5.41,3.87,0.55,-0.15,1.37,0.46,4.23,3.65,0.28,6.19,1.49,2.31,3.93,5.24,3.69,4.85,8.46,6.76,3.88,8.95,5.15,7.4,8.63,7.44,7.02,1.21,6.61,4.33,11.59,4.51,7.89,6.45,7.73,4.67,6.74,4.38,3.76,2.2,2.92,0.23,1.01,3.92,16.04,9.18,8.05,4.24,3.65,0.35
GW780056X,4.19619792,2.15,1.48,1.15,-0.68,1.31,6.63,-0.45,0.49,2.29,2.06,0.12,1.73,0.38,1.28,2.15,-0.57,5.07,1.83,0.89,2.91,5.14,1.69,0.42,-0.17,0.57,0.26,1.58,1.02,-0.38,2.03,2.31,0.59,2.18,-1.11,1.99,1.16,7.5,4.56,2.66,5.81,4.04,6.06,3.16,5.67,3.57,0.26,3.22,2.1,9.03,3.27,6.75,6.39,5.13,4.12,6.1,1.78,2.57,2.46,2.02,0.21,0.11,1.31,7.55,5.95,6.44,4.18,2.92,-0.25
GW780159X,1.612903226,-0.25,0.15,-0.37,0.05,-0.25,0.52,-0.09,0.05,-0.15,-0.98,0.09,0.54,0.22,0.98,0.77,-0.48,1.05,2.5,-0.77,0.28,0.74,0.57,-0.22,-0.34,-1.11,0.04,4.22,1.69,0.89,0.24,0.53,0.23,0.69,-0.52,-0.52,0.24,1.1,0.55,0.25,0.67,2.27,5.38,1.29,2.23,1.14,0.34,0.38,-0.09,2.62,3.46,3.02,0.43,-0.19,0.92,0.21,-0.19,0.03,0.24,-0.33,-2.76,-0.46,1.17,5.92,-0.13,0.8,-0.7,0.07,-0.39
GW781673X,-1.665793514,0.19,0.45,-0.09,-0.62,-0.08,0.86,-0.15,-1.21,-0.22,0.39,-1.62,0.66,-1.17,0.03,1.68,-0.88,4.21,1.38,0.67,1.16,0.72,0.22,0.25,-0.43,2.27,-0.19,1.66,0.66,-0.66,0.03,-0.23,-0.21,0.4,0.11,0.19,0.63,1.59,-1.68,-1.42,1.73,2.62,2.25,2.14,2.47,1.67,-0.4,0.09,1.47,2.67,1.39,2.46,4.65,1.52,0.37,2.36,0.54,0.54,-0.7,0.37,0.04,-0.03,0.92,6.55,6.45,4.94,-0.16,1.88,-0.84
GW782612X,8.14002782,1.82,6.03,2.02,-0.37,0.89,5.67,-0.26,1.13,0.38,1.03,-1.92,1.4,1.94,3.8,2.01,-1.42,1.88,1.09,0.92,2.75,6.93,1.25,0.32,-0.01,1.7,1.06,2.02,1.22,-0.17,0.58,-0.16,0.85,2.83,0.46,1.67,1.06,5.33,4.95,2.96,4.95,3.4,5.34,0.8,0.98,0.92,0.07,0.46,0.79,6.41,5.49,5.92,2.05,3.91,0.5,4.4,1.19,1.21,0.27,0.72,0.1,0.38,1.11,5.24,1.8,-3.32,2.95,1.83,-0.19
GW782912X,1.787694869,-0.13,-0.18,0.02,-0.72,-0.42,-0.43,-0.13,-0.3,-0.59,0.22,-0.3,0.13,,0.08,0.11,-0.17,-0.15,-0.27,0.23,0.3,-0.35,0.06,0.36,-0.27,-0.32,-0.07,-0.41,-0.26,-0.33,-0.19,-1.38,-0.36,-0.58,-0.2,-0.22,0.08,0.02,-0.07,0.2,0.3,-0.89,-0.38,0.12,0.23,-0.02,-0.11,-0.18,0.1,0.25,-0.48,-0.05,-0.1,-0.23,-0.03,-0.15,-0.16,-0.33,0.01,-0.4,0.05,-0.03,-0.55,0.1,-0.02,0.01,-0.36,0.49,-0.41
GW784307A,10,0.8,6.06,1.97,-0.95,-0.37,7.1,2.3,-0.09,1.24,2.34,2.24,3.26,,6.74,1.94,1.24,3.14,1.28,-0.64,2.92,6.41,1.69,0.44,-0.65,1.43,1.5,0.43,0.97,0.13,-0.27,-0.83,-0.23,0.2,0.39,2.66,1.6,2.95,8.6,3.02,5.31,6.11,8.75,0.96,2.12,1.52,-0.11,1.08,3.25,6.16,4.88,7.23,4.32,5.97,3.5,1.04,1,-0.3,0.83,4.04,0,0.02,2.64,10.39,6.41,8.56,2.1,2.07,-0.26
GW784684X,7.543508841,2.94,1.44,1.3,0.14,-0.33,1.44,-1.27,0.07,1.2,3.43,-0.09,2.68,4.42,8.74,0.67,-1.72,0.6,-0.53,1.43,0.47,4.12,1.28,-0.1,-0.11,0,-0.08,0.18,-0.07,-0.48,-0.03,0.44,0.24,,-0.44,-0.26,0.39,2.09,-0.31,0.82,2.83,1.3,4.34,2.3,2.11,1.86,-0.15,6.55,2.75,1.57,1.47,2.5,1.15,0.5,-0.53,1.3,-0.45,0.3,-0.11,0.02,1.28,0.28,-0.11,1.73,-0.65,0.16,0.69,1.13,-0.39
GW784752X,7.313373518,0.25,3.19,1.25,-0.52,-0.07,4.92,0.98,-1.02,0.43,1.66,2.86,1.35,1.41,1.68,0.97,0.59,1.33,0.03,0.35,0.6,3.77,0.46,-0.18,-0.18,1.41,0.47,0.06,0.05,-0.49,-0.51,-0.46,-0.29,0.52,-0.37,0.38,0.29,0.58,3.67,1,2.43,3.12,3.9,0.46,-0.15,0.41,-0.27,-0.07,0.79,3.18,1.81,3.7,3.15,3.98,2.04,0.57,0.29,0.18,-0.3,2.42,0.02,0.15,0.78,7.13,3.1,-1.19,0.44,0.72,-0.53
GW785404X,3.386765583,0.07,0.28,-0.05,-0.72,-0.11,0.16,-0.71,-0.95,0.2,0.25,-0.38,0.02,1.74,-0.48,0.08,-0.4,0.38,0.11,0.21,0.56,0.87,0.73,0.23,0.04,0.61,-0.11,0.14,0.06,-0.69,-0.16,0.32,-0.59,-0.05,-0.66,-0.81,0.49,0.28,0.12,0.14,1.08,-0.34,0.87,1.5,2.73,1.27,-0.46,-0.09,-0.01,0.43,-0.62,2.31,0.29,0.23,0.1,0.37,-0.49,-0.19,-0.2,-0.25,0.03,-0.11,0.02,1.96,-0.17,1.61,2.91,0.13,-0.2
GW785804X,2.250115917,0.13,0.49,-0.05,-0.83,-0.1,0.63,-0.55,-1.16,-0.21,-2.62,-0.86,2.02,0.32,-0.36,0.13,-2.34,1.26,1.24,0.91,0.35,-0.2,0.17,0.28,-0.59,3.16,-0.33,3.28,3.33,0.44,-0.23,-0.24,-0.05,0.79,-1.81,-0.98,0.21,0.78,0.2,-0.05,0.77,0.02,1.94,0.57,1.37,0.75,-0.62,0.24,-0.1,1.25,2.57,1.82,0.18,0.03,0.15,0.75,-0.88,-0.57,-0.86,-0.11,-0.33,-0.27,0.1,3.29,1.47,2.11,-0.75,0.17,-1.99
GW786460X,0.038525428,-0.01,0.64,-0.2,-0.31,-0.21,0.19,0.31,-0.24,-0.31,-0.33,0.64,0.84,1.38,-0.46,0.32,-0.56,0.79,-0.15,0.95,0.3,-0.75,0.34,0.26,-0.56,-0.19,-0.23,1.6,3.28,-0.62,-1.19,0.3,0.16,0.09,-0.23,-0.56,0.25,0.02,2.98,-0.13,0.29,-0.83,0.15,0.05,0.54,-0.35,-0.35,0.62,-0.34,1.01,1.11,1.2,0.25,0.51,0.2,-0.39,-0.61,0.29,-0.18,-0.35,-0.24,-0.03,-0.03,2.34,-0.01,1.6,-0.85,0.12,-0.2
GW794607X,7.675034775,1.16,1.75,1.49,-0.62,-0.3,2.27,0.37,-1.14,0.42,2.37,0.49,1.95,2.05,1.82,0.85,0.59,0.91,0.22,0.65,0.19,7.2,2.05,0.25,-0.11,1.06,2.56,0.22,0.49,-0.53,-0.01,-0.55,0.08,,-0.32,0.13,0.7,1.77,0.6,1.55,3.13,6.81,8.35,1.37,1.2,1.12,-0.23,0.51,0.77,4.69,2.14,8.47,1.67,4.06,3.11,2.74,-0.47,0.4,-0.4,0.72,0.53,0.13,0.66,5.99,-0.96,2.21,0.65,1.24,0.33
GW795486X,3.910618464,4.49,,6,0.9,1.23,-0.08,,0.9,0.64,4.167,1.53,6.68,0.36,17.29,0.61,,1.5,0.32,4.54,0.05,0.75,2.8,-0.38,-0.2,-0.4,0.3,1.28,1.84,0.23,,1.55,0.66,0.1,0.78,0.54,-0.3,10.13,0.59,,7.32,0.42,4.22,5.32,,3.89,0.6,9.56,1.83,,2,0.81,0.97,4.81,2.6,1.91,,0.04,2.25,,16.5,7.06,1.69,4.5,1.46,2.12,1.84,,1.35
GW799251X,5.367291515,0.43,0.34,1.62,0.66,-0.36,0.6,-0.43,0.3,0.57,1.66,-0.42,0.68,3.79,4.8,1,-0.01,-0.35,-0.07,-0.99,0.18,0.81,0.72,0.45,-0.4,4.33,-0.06,4.59,0.8,0.14,-0.34,2.3,0.33,1.31,-2.27,-0.53,0.23,0.73,0.2,-0.07,0.99,0.18,2,1.36,1.2,0.67,-0.05,4.8,0.51,0.75,0.07,1.87,0.88,0.43,0.81,0.79,-0.57,0.14,-0.18,0.39,-0.49,0.09,0.34,5.11,0.02,0.76,0.84,0.44,0.37
GW801372X,4.553475609,3.57,3.23,1.77,-0.05,0.48,5.7,0.58,1.01,1.78,1.84,-1.74,3.69,1.73,3.13,6.43,-0.23,4.37,2.53,0.8,1.54,8.15,0.54,0.25,-0.05,1.73,0.64,2.13,1.02,-0.54,2.48,0.77,0.75,3.51,0.61,3.26,3.62,7.33,-0.91,3.13,6.44,4.96,6.22,2.33,2.94,1.81,1.46,6.46,6.06,9.78,4.95,10.43,6.39,6.07,2.6,7.64,3.43,3.02,0.27,3.21,1.76,2.31,8.03,10.83,12.23,8.04,5.51,2.86,-0.41
GW804482X,0.18802709,-0.13,0.41,-0.14,-0.88,-0.12,0.15,-0.31,-1.02,-0.37,-0.19,0.14,0.81,1.48,2.7,0.55,-0.65,1.76,0.18,0.4,0.21,-0.13,-0.04,0.22,-0.13,1.2,-0.18,1.81,2.43,-0.85,-0.79,-0.67,-0.4,-0.68,-0.43,-0.91,0.36,1,1.44,-0.29,0.46,-0.02,0.24,0.54,0.57,0.07,-0.4,0.61,1.31,3.18,0.58,1.91,0.44,-0.53,-0.03,1.19,-0.51,0.01,-0.34,-0.36,0.11,0.13,0,3.16,-0.9,0.08,-0.79,0.33,-0.19
GW805758X,1.18235411,1.18,2.71,0.5,-0.17,0.72,,4.79,0.05,1.09,1.62,0.97,1.71,,1.46,4.23,0.31,3.86,1.03,0.31,4.31,5.55,0.37,0.04,-0.4,0.87,1.97,1.79,1.05,-0.24,2.77,-0.83,0.49,0.95,0.98,1.43,1.81,3.45,2.95,0.93,2.68,0.63,3.87,2.31,2.39,1.07,1.61,5.02,2.87,9.26,3.41,5.84,5.49,4.27,1.44,6.23,2.19,0.21,0.35,1.56,0.49,0.37,1.11,5.65,6.31,5.69,3.76,4.31,-0.21
GW806290X,2.804306168,2.29,1.43,0.99,-0.73,0.44,6.65,-0.16,0.93,1.14,0.7,0.05,2.18,5.08,1.88,3.98,-0.82,4.16,2.98,0.79,1.92,6.06,1.14,0.41,-0.19,1.15,0.17,2.34,1.79,-0.41,2.14,0.16,0.15,2.34,0.14,1.71,3.32,5.14,3.69,1.21,4.86,3.58,4.66,2.57,3.4,1.84,1.18,6.02,3.43,9.3,3.8,8.23,5.41,5.71,3.16,7.72,2.85,3.51,1.02,2.95,0.53,1.03,4.99,9.81,9.35,8.59,3.92,3.32,-0.42
GW806742X,4.837528766,6.6,8.96,7.7,3.13,0.64,1.03,2.01,2.83,3.29,6.4,-1.69,13.91,7.75,16.25,3.68,2.47,0.06,-0.31,2.38,0,15.34,2.86,-0.29,-0.24,6.48,0.25,0.55,1.41,-0.06,7.73,-0.85,0.23,,1.53,1.6,1.01,10.7,-1.91,-4.3,9.48,1.67,5.43,4.77,2.65,3.74,0.1,5.24,6.1,1.5,5.47,2.03,-0.08,9.88,4.2,5.63,0.2,0.4,4.83,0.3,18.33,6.7,1.87,2.79,5.35,3.91,1.61,,0.79
GW806776X,-1.336889859,-0.06,0.12,-0.11,-0.59,0.15,0.11,-0.28,-0.04,-0.27,0.13,-0.13,-0.07,1.44,-0.46,-0.23,-0.36,-0.01,0.18,0.25,-0.08,0.05,0.5,0.28,0.09,0.1,0,-0.08,-0.22,-0.29,-0.34,-0.4,0.23,-0.13,-0.31,-0.69,0.28,0.04,0.15,-0.84,0.28,-0.32,0.11,0.42,0.6,0.34,-0.06,0.26,-0.05,0.34,-0.1,0.35,-0.05,-0.06,-0.1,-0.52,-0.21,-0.19,0.14,-0.33,0.06,-0.03,0.02,0.12,-0.79,0.31,-0.51,0.44,0.13
GW807930X,-0.350178892,-0.35,0.56,0.19,0.68,-0.54,-1.08,-1.21,-2.4,1.07,1.51,-1.56,0.14,1.45,3.82,-0.1,-0.38,-0.36,-0.67,-0.19,0.01,0.96,0.17,-0.49,-0.32,-0.3,-0.05,0.34,-0.43,-0.3,-0.27,-1.7,-0.48,1.24,0.37,-0.37,-0.2,0.24,-1.41,-0.43,0.38,0.29,0.34,0.79,1.44,1.24,-0.3,0.57,0.65,0.13,-0.7,3.43,0.34,0.11,-0.53,0.01,-0.96,-0.93,-0.36,-0.86,-0.12,-0.04,-0.05,-0.21,-1.01,-1.3,0.33,0.51,-0.04
GW807982X,1.099987226,0.11,0.43,0.3,-0.04,-0.13,0.28,-0.37,-0.94,-0.01,0.55,2.17,0.19,-0.82,0.77,2.16,-0.26,-0.03,-0.22,0.29,0.2,1.72,0.67,0.28,-0.14,0.82,-0.09,0.6,0.24,-0.48,-0.28,0.11,-0.66,0.45,0.17,-0.18,-0.38,1.03,-1.51,0.2,1.24,1.05,2.87,0.76,1.31,0.81,-0.24,0.12,0.73,6.46,1.29,5,0.92,0.24,0.1,1.96,-0.34,0.07,-1.07,0.02,0.43,0.08,0.42,5.76,1.8,2.12,0.47,0.98,-0.62
GW809885X,1.595681261,-0.77,0,0.11,-0.73,-0.51,1.24,-0.3,-0.26,0.03,-0.14,-0.32,-0.01,,0.06,0.37,0.31,-0.24,-0.01,-0.51,0.1,0.14,0.26,0.16,-0.34,-0.22,-0.14,-0.01,0.15,-0.26,-0.46,-1.49,-0.69,-0.36,0.09,-0.22,-0.03,-0.04,0.3,0.68,0.28,-0.72,-0.13,0.45,0.18,-0.28,-0.21,0.34,-0.11,0.67,0.04,0.45,0.57,0.4,0.15,-0.15,-0.52,-0.7,-0.3,-0.38,-0.12,-0.2,-0.23,2.71,1.42,3.46,-0.21,1.7,-0.49
GW809897X,6.555607074,6.38,4.9,5.97,0.48,0.12,1.95,-0.77,-0.28,2.15,3.78,3.93,6.9,13.33,17.61,1.51,,0.12,-0.51,0.13,0.21,16.07,1.24,-0.62,0.08,1,4.56,0.69,-0.05,-0.34,3.84,-0.01,0.86,,-0.5,0.24,0.39,1.71,0.25,3.02,6.31,0.7,2.29,1.76,1.25,1.18,-1.38,4.87,4.53,7.48,0.37,3.98,1.24,3.61,0.83,0.76,-0.1,,0.52,0.56,0.94,0.38,-0.43,0.58,0.38,-0.14,-0.39,2.94,-0.97
GW810372X,-2.144198831,0.65,0.83,0.41,0.14,0.08,2.3,-0.22,-0.45,0.15,0.97,-1.46,0.42,-0.89,0.53,2.26,-0.29,1.13,0.45,0.41,0.41,3.17,0.55,0.28,-0.13,0.58,0.14,0.42,0.13,-0.34,-0.03,-0.83,-0.54,0.91,0.21,-0.04,-0.12,1.49,1.42,0.9,2.31,1.52,3.05,1.04,1.5,1.13,0.65,0.75,1.07,7.44,2.69,4.94,3.35,1.47,0.6,3.69,0.43,0.39,-0.54,0.42,0.56,0.24,3,8.11,4.89,4.95,0.11,1.19,-0.18
GW811168X,6.038948135,-0.11,3.36,1.72,-0.62,-0.27,3.1,1.35,-0.03,2.69,3.01,-1.54,2.12,2.96,3.44,1.8,,2.34,0.57,-0.17,0.45,3.56,1.4,0,-0.37,0.63,0.84,0.67,0.45,-0.11,-0.04,-0.37,-0.44,-0.03,-0.83,1.29,0.59,0.93,3.71,1.03,2.02,4.33,4.75,2.17,0.96,1.54,-0.13,0.94,1.02,4.23,2.9,3.88,2.4666,3.24,2.15,1.46,0.16,-0.14,-0.4,2.32,0.68,0.57,1.01,9.09,0.98,-0.65,1.48,1.56,-0.08
GW811761X,-1.217288529,0.17,0.29,0.41,-0.26,-0.23,1.02,0,-0.5,0.1,1.24,-1.67,0.29,-0.61,0.44,1.54,0.09,0.59,-0.12,0.15,-0.21,2.58,0.84,0.22,-0.01,0.25,-0.04,0.42,0.28,-0.58,-0.01,-1.02,-0.47,0.75,-0.1,-0.06,-0.09,1.03,-0.49,0.57,1.83,1.65,4.66,0.9,1.36,1.35,0.07,0.4,0.39,7.34,1.94,4.5,2.08,0.95,0.6,2.58,0.11,0.35,-0.17,0.08,0.82,0.09,0.62,6,3.81,3.5,-0.25,1.46,-0.59
GW813360X,3.541763264,0.26,3.52,1.18,-0.49,-0.06,2.36,1.03,-0.67,-0.31,2.27,0.7,0.7,1.95,1.78,0.71,0.07,1.53,-0.16,-0.34,-0.38,1.58,0.15,-0.08,-0.08,-0.04,0.68,0.14,0.3,-0.39,1.06,0.7,-0.1,,-0.19,-0.28,0.17,0.16,4.14,1.27,2.93,0.07,1.01,0.3,-0.01,-0.37,-0.31,1.76,0.03,1.93,1.59,1.87,0.21,-0.36,0.02,0.55,-0.5,-0.1,0.07,-0.25,0.15,0.26,0.03,2.66,0.07,2.02,-0.69,-0.1,0.1
GW814408X,8.844173297,1.29,4.39,2.48,1.95,0.61,9.39,0,0.2,-0.83,6.3,2.09,2.47,,3.91,2.49,1.97,1.86,0.05,1.1,8.21,4.73,3.81,0.41,-0.16,0.5,0.33,1.54,0.95,0.61,0.81,0.01,-0.56,0.94,0.2,3.38,1.63,1.3,6.46,1.36,3.35,5.36,9.65,4.95,3.39,4.07,1.54,3.09,2.88,5.21,4.26,0.2,2.44,4.73,1.97,1.02,1.03,-0.3,0.69,4.09,1.95,1.13,1.14,7.19,5.78,7.93,2.73,2.71,-0.2
GW817394X,3.283433795,0,1.33,0.3,-0.13,0.11,0.12,0.93,0.17,0.03,1.24,1.56,0.4,-0.35,0.77,0.7,-0.29,0.05,-0.64,0.17,0.01,1.17,0.51,0.3,-0.51,-0.05,-0.12,-0.06,0.02,-0.6,-0.96,0.58,-0.46,0.03,0.01,-0.59,-0.01,0.24,0.33,-0.89,0.82,0.24,2.49,1.28,1.24,1.24,-0.26,0.21,0.25,0.73,-0.46,0.99,1.24,0.79,0.21,0.19,-0.73,0.33,-0.84,0.49,0.69,0.19,0.01,4.82,0.82,0.43,-0.39,0.42,-0.33
GW817396X,2.956216467,-0.07,1.26,0.32,-0.03,0.02,0.56,0.09,-0.27,-0.49,0.35,-1.65,0.14,-0.66,0.45,0.38,-0.11,-0.13,-0.53,-0.08,0.03,0.42,0.44,0.26,-0.2,-0.01,-0.39,-0.06,-0.04,-0.63,-0.84,-1.46,-0.68,0.06,-0.23,-0.72,-0.21,0.02,-1.44,-1.82,0.63,-0.4,1.08,0.68,1.05,0.71,-0.36,-0.2,-0.02,0.37,-0.52,0.56,0.6,0.67,0.07,0.26,-0.61,-0.07,-0.54,0.16,0.43,-0.09,-0.33,3.68,0.51,0.41,-0.58,0.64,-0.47
GW817396X,2.887328608,-0.07,1.26,0.32,-0.03,0.02,0.56,0.09,-0.27,-0.49,0.35,-1.65,0.14,-0.66,0.45,0.38,-0.11,-0.13,-0.53,-0.08,0.03,0.42,0.44,0.26,-0.2,-0.01,-0.39,-0.06,-0.04,-0.63,-0.84,-1.46,-0.68,0.06,-0.23,-0.72,-0.21,0.02,-1.44,-1.82,0.63,-0.4,1.08,0.68,1.05,0.71,-0.36,-0.2,-0.02,0.37,-0.52,0.56,0.6,0.67,0.07,0.26,-0.61,-0.07,-0.54,0.16,0.43,-0.09,-0.33,3.68,0.51,0.41,-0.58,0.64,-0.47
GW819077X,1.423461615,0.1,0.4,0.4,-0.26,-0.21,0.04,0.31,-0.34,0.47,1.05,3.56,0.57,-0.55,0.17,1.18,-0.11,-0.06,-0.06,0.33,0.1,1.12,0.94,0.19,0.1,-0.01,-0.17,0.18,0.17,-0.28,-0.31,-1.38,0.11,0.78,0.07,-0.28,0.12,1.22,0.39,0.42,1.38,0.3,2.61,1.67,1.5,1.4,0.01,0.67,0.37,5.93,2.54,2.04,1.36,1.48,0.44,1.55,-0.18,0.26,-0.34,-0.15,1.04,0.23,0.59,5.08,0.49,0.29,-0.05,1.07,-0.12
GW820759X,2.164006094,0.14,0.36,-0.07,-0.28,-0.25,-0.07,-0.52,-0.87,-0.51,0.17,-1.69,0.19,0.16,-0.3,-0.11,-0.53,-0.13,-0.29,0.21,-0.34,-0.37,0.17,0.26,-0.03,1.75,-0.3,-0.14,-0.14,-0.53,-0.09,-1.4,-0.49,-0.19,-0.01,-0.33,-0.08,0.03,-1.46,0.03,0.7,-0.79,-0.13,0.15,0.7,1.33,-0.55,0.09,0.07,0.67,-0.93,0.51,0.08,-0.1,0.14,-0.05,0.09,0.08,-0.15,-0.04,0.16,-0.03,-0.34,1.39,0.56,0.53,0.59,0.09,-0.66
GW824645A,1.836788766,-0.09,2.71,0.12,-0.63,0.01,0.86,-0.49,1.07,1.87,1.49,1.32,2.45,0.77,1,1.43,-0.76,0.08,0.37,0.39,-0.01,0.78,0.49,0.54,0.05,0.29,0.4,0.26,0.23,0.01,0.46,0.6,-0.36,0.27,-0.41,0.99,1.27,1.04,5.52,1.67,3.67,2.05,1.61,0.56,1.33,0.43,-0.05,1.09,1.47,4.3,0.63,1.01,2.37,3.06,2.72,0.3,-0.28,0.6,0.34,-0.22,0.25,-0.08,0.16,1.11,0.53,2.61,0.46,1.31,-0.19
GW827105X,4.161753991,0.57,2.26,0.99,0.49,0.27,0.61,-0.49,0.13,0.77,2.54,-0.64,2.97,2.46,3.36,1.7,-0.96,1.63,-0.38,1.51,0.14,2.57,1.56,-0.01,0.08,0.72,0.17,2.12,3.09,-0.13,0.1,0.16,1.29,,-0.13,-0.35,0.84,1.41,0.31,0.12,0.42,-0.04,3.29,3.24,1.32,2.49,-0.18,1.38,1.03,3.95,6.47,0.26,1.16,0.18,0.32,4.17,-0.65,-0.26,-0.25,-1.12,1.41,0.67,0.05,0.76,0.44,0.11,0.79,0.23,0.09
GW827106X,8.053917997,0.44,3.09,0.88,-0.88,1.45,1.91,-1.37,-3.17,-0.58,0.14,-1.29,3.11,3.67,5.98,0.68,-1.42,3.02,0.57,0.56,0.29,5.93,0.3,-0.03,-0.15,0.8,-0.28,5.41,6.04,-0.58,0.38,-0.41,3.02,,-0.44,-0.87,0.17,1.99,2.03,-0.04,1.26,-0.68,1.16,1.31,0.64,0.42,-0.63,3.04,0.13,8.02,7.41,0.43,0.08,-0.39,0.95,5.76,-1.38,-0.16,0.21,-1.18,0.16,-0.25,-0.37,0.98,0.46,0.08,1.95,1.7,-0.41
GW827396X,-1.022057362,0.63,4.09,1.59,0.06,0.12,-0.14,-0.67,-0.46,2.03,2.44,-1.24,3.02,2.29,5.07,1.5,0.99,1.99,-0.87,1.81,0.59,2.97,1.54,0.35,0.05,-0.39,0.22,3.67,4.77,-0.39,0,0.08,0.73,1.1,0.9,0.1,0.49,2.1,-1.77,-0.29,0.84,0.32,2.5,3.15,2.87,2.92,0.46,1.86,1.72,4.85,6.41,0.99,1.42,0.54,0.49,4.69,-0.23,-0.02,-0.48,0.25,1.8,0.86,0.43,1.3,0.17,-0.03,2.03,1.01,0.53
